Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-02-27,46.46,46.922,45.989,46.032,2399700,0.0,0.0
2018-02-28,46.22,46.391,45.202,45.211,1865900,0.0,0.0
2018-03-01,45.125,45.399,44.099,44.407,2719100,0.0,0.0
2018-03-02,44.123,44.596,43.59,44.501,2443800,0.25,0.0
2018-03-05,44.175,46.616,44.166,46.366,5545300,0.0,0.0
2018-03-06,46.487,46.899,46.066,46.779,3619100,0.0,0.0
2018-03-07,46.306,46.96,46.169,46.65,3103500,0.0,0.0
2018-03-08,46.685,46.813,46.22,46.728,1721900,0.0,0.0
2018-03-09,46.925,48.249,46.788,48.249,3671500,0.0,0.0
2018-03-12,48.249,48.249,47.269,47.45,1843500,0.0,0.0
2018-03-13,47.682,47.836,46.607,46.685,2349900,0.0,0.0
2018-03-14,46.917,46.977,46.169,46.306,2937800,0.0,0.0
2018-03-15,46.504,46.77,45.988,46.255,1859300,0.0,0.0
2018-03-16,46.427,46.736,46.117,46.358,1880400,0.0,0.0
2018-03-19,46.298,46.487,45.713,45.945,1938700,0.0,0.0
2018-03-20,46.143,46.409,46.134,46.134,1741900,0.0,0.0
2018-03-21,46.246,46.564,45.902,45.902,1772600,0.0,0.0
2018-03-22,45.438,45.799,44.553,44.596,1925700,0.0,0.0
2018-03-23,44.63,44.854,43.109,43.229,2316200,0.0,0.0
2018-03-26,43.865,44.269,43.349,44.252,2243300,0.0,0.0
2018-03-27,44.407,44.716,43.693,43.934,1909800,0.0,0.0
2018-03-28,44.028,44.828,43.942,44.467,2830600,0.0,0.0
2018-03-29,44.639,44.802,44.286,44.286,2586100,0.0,0.0
2018-04-02,44.175,44.372,42.696,43.375,2304700,0.0,0.0
2018-04-03,43.47,43.891,43.22,43.659,1633400,0.0,0.0
2018-04-04,43.109,44.604,43.1,44.484,1932200,0.0,0.0
2018-04-05,44.733,45.12,44.432,44.871,2567300,0.0,0.0
2018-04-06,44.303,44.828,43.59,43.942,2395400,0.0,0.0
2018-04-09,44.08,44.811,43.942,44.011,1575400,0.0,0.0
2018-04-10,44.622,44.974,44.355,44.613,2032000,0.0,0.0
2018-04-11,44.114,44.467,43.917,44.295,1346400,0.0,0.0
2018-04-12,44.518,44.931,44.493,44.716,988800,0.0,0.0
2018-04-13,45.18,45.266,44.243,44.415,1897900,0.0,0.0
2018-04-16,44.854,44.931,44.518,44.733,2969300,0.0,0.0
2018-04-17,44.905,44.965,44.338,44.475,1687400,0.0,0.0
2018-04-18,44.699,44.725,44.407,44.518,1619000,0.0,0.0
2018-04-19,44.622,44.983,44.527,44.725,1220000,0.0,0.0
2018-04-20,44.931,44.983,44.458,44.725,1295100,0.0,0.0
2018-04-23,44.819,44.905,44.484,44.664,1318500,0.0,0.0
2018-04-24,44.458,44.931,43.856,44.037,2833200,0.0,0.0
2018-04-25,44.106,44.742,43.899,44.553,2183900,0.0,0.0
2018-04-26,44.467,44.905,44.209,44.871,2577100,0.0,0.0
2018-04-27,46.409,47.415,45.988,46.917,3414000,0.0,0.0
2018-04-30,47.226,47.26,46.229,46.281,2831700,0.0,0.0
2018-05-01,46.134,46.444,45.928,46.332,1888500,0.0,0.0
2018-05-02,46.091,46.117,44.879,44.948,2537100,0.0,0.0
2018-05-03,44.63,44.742,43.693,44.518,2603000,0.0,0.0
2018-05-04,44.355,45.601,44.218,45.326,1871200,0.0,0.0
2018-05-07,45.352,45.352,44.768,45.24,1591900,0.0,0.0
2018-05-08,45.172,45.447,44.802,45.18,1782700,0.0,0.0
2018-05-09,45.395,45.49,44.965,45.275,943900,0.0,0.0
2018-05-10,45.369,45.533,44.991,45.395,1329300,0.0,0.0
2018-05-11,45.464,45.713,45.111,45.18,1528100,0.0,0.0
2018-05-14,45.344,45.344,44.854,45.094,1738900,0.0,0.0
2018-05-15,45.026,45.524,44.974,45.326,1481900,0.0,0.0
2018-05-16,45.352,45.619,45.129,45.438,1233200,0.0,0.0
2018-05-17,45.404,45.877,45.292,45.791,1850200,0.0,0.0
2018-05-18,45.722,46.083,45.627,45.928,4175600,0.0,0.0
2018-05-21,46.057,46.263,45.945,46.083,1923200,0.0,0.0
2018-05-22,46.023,46.452,45.722,46.203,1663800,0.0,0.0
2018-05-23,46.023,46.263,45.344,45.825,1274100,0.0,0.0
2018-05-24,45.61,45.713,45.258,45.584,1176000,0.0,0.0
2018-05-25,45.421,45.593,45.258,45.49,1362300,0.0,0.0
2018-05-29,45.077,45.077,44.089,44.57,2947900,0.0,0.0
2018-05-30,45.06,46.005,44.922,45.739,2131400,0.0,0.0
2018-05-31,45.601,45.661,45.091,45.195,2569500,0.25,0.0
2018-06-01,45.687,45.92,45.255,45.333,1767900,0.0,0.0
2018-06-04,45.566,45.955,45.359,45.489,2015000,0.0,0.0
2018-06-05,45.385,45.445,44.927,45.316,2102000,0.0,0.0
2018-06-06,45.419,45.704,45.031,45.368,1417700,0.0,0.0
2018-06-07,45.376,45.653,44.97,45.566,3062400,0.0,0.0
2018-06-08,45.653,46.059,45.635,45.998,1350300,0.0,0.0
2018-06-11,46.076,46.197,45.644,45.653,2552500,0.0,0.0
2018-06-12,45.774,46.309,45.54,45.774,1255600,0.0,0.0
2018-06-13,45.808,46.292,45.704,45.86,1632400,0.0,0.0
2018-06-14,45.946,45.955,45.463,45.843,2096800,0.0,0.0
2018-06-15,45.679,46.43,45.35,46.43,4231000,0.0,0.0
2018-06-18,45.86,46.041,45.264,45.92,2858500,0.0,0.0
2018-06-19,45.437,46.041,45.437,45.817,2075000,0.0,0.0
2018-06-20,45.929,45.955,44.996,45.031,1649600,0.0,0.0
2018-06-21,44.867,45.057,44.357,44.452,1554700,0.0,0.0
2018-06-22,44.789,44.927,44.564,44.72,2224000,0.0,0.0
2018-06-25,44.737,44.858,44.305,44.616,2060600,0.0,0.0
2018-06-26,44.521,44.677,44.184,44.556,2464400,0.0,0.0
2018-06-27,44.444,44.72,43.778,43.848,2234700,0.0,0.0
2018-06-28,43.778,44.176,43.58,43.986,1672500,0.0,0.0
2018-06-29,44.141,44.685,43.917,44.159,3272800,0.0,0.0
2018-07-02,43.943,44.513,43.588,44.331,1729600,0.0,0.0
2018-07-03,44.513,44.893,44.426,44.539,704000,0.0,0.0
2018-07-05,44.815,44.901,44.478,44.651,1264900,0.0,0.0
2018-07-06,44.573,45.039,44.513,44.78,1081000,0.0,0.0
2018-07-09,44.944,46.041,44.919,46.024,2231400,0.0,0.0
2018-07-10,46.076,46.197,45.653,45.981,1726200,0.0,0.0
2018-07-11,45.791,46.059,45.419,45.558,2016300,0.0,0.0
2018-07-12,45.843,45.843,45.16,45.368,1233800,0.0,0.0
2018-07-13,45.195,45.523,45.065,45.368,689800,0.0,0.0
2018-07-16,45.376,45.877,45.307,45.834,1033000,0.0,0.0
2018-07-17,45.946,46.171,45.437,45.998,1173100,0.0,0.0
2018-07-18,45.972,46.525,45.791,46.318,1816700,0.0,0.0
2018-07-19,46.197,46.3,45.454,45.489,1882500,0.0,0.0
2018-07-20,45.238,45.722,45.109,45.204,2323800,0.0,0.0
2018-07-23,45.039,45.489,44.893,45.273,2011000,0.0,0.0
2018-07-24,45.281,45.48,44.979,45.247,1931900,0.0,0.0
2018-07-25,45.074,45.333,44.685,45.221,1613300,0.0,0.0
2018-07-26,45.471,46.179,45.428,45.955,2519300,0.0,0.0
2018-07-27,45.739,46.309,44.487,44.884,5431200,0.0,0.0
2018-07-30,45.074,46.24,45.031,45.489,3086900,0.0,0.0
2018-07-31,45.67,45.696,45.238,45.514,2036200,0.0,0.0
